EMPCT;opc1;opc1desc;opc2;opc2d
4694;15;Medicina (I);63;Farmacia (I)
4695;15;Medicina (I);58;Fonoaudiologia (I)
4696;15;Medicina (I);17;Ciencias Economicas (I)
4697;15;Medicina (I);14;Odontologia (I)
4698;15;Medicina (I);;
4699;15;Medicina (I);14;Odontologia (I)
4700;15;Medicina (I);8;Engenharia Agricola (I)
4701;15;Medicina (I);107;Nutricao (I)
4702;15;Medicina (I);21;Enfermagem (I)
4703;15;Medicina (I);21;Enfermagem (I)
4704;15;Medicina (I);6;Ciencias Biologicas (I)
4705;15;Medicina (I);14;Odontologia (I)
4706;15;Medicina (I);;
4707;15;Medicina (I);42;Ciencia da Computacao (N)
4708;15;Medicina (I);17;Ciencias Economicas (I)
4709;15;Medicina (I);14;Odontologia (I)
4710;15;Medicina (I);6;Ciencias Biologicas (I)
4711;15;Medicina (I);12;Engenharia Civil (I)
4712;15;Medicina (I);14;Odontologia (I)
4713;15;Medicina (I);;
4714;15;Medicina (I);14;Odontologia (I)
4715;15;Medicina (I);46;Ciencias Biologicas - Licenciatura (N)
4716;15;Medicina (I);63;Farmacia (I)
4717;15;Medicina (I);;
4718;15;Medicina (I);12;Engenharia Civil (I)
4719;15;Medicina (I);14;Odontologia (I)
4720;15;Medicina (I);21;Enfermagem (I)
4721;15;Medicina (I);63;Farmacia (I)
4722;15;Medicina (I);21;Enfermagem (I)
4723;15;Medicina (I);;
4724;15;Medicina (I);;
4725;15;Medicina (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
4726;15;Medicina (I);47;Ciencias Economicas (N)
4727;15;Medicina (I);;
4728;15;Medicina (I);6;Ciencias Biologicas (I)
4729;15;Medicina (I);6;Ciencias Biologicas (I)
4730;15;Medicina (I);21;Enfermagem (I)
4731;15;Medicina (I);10;Engenharia Mecanica (I)
4732;15;Medicina (I);10;Engenharia Mecanica (I)
4733;15;Medicina (I);14;Odontologia (I)
4734;15;Medicina (I);6;Ciencias Biologicas (I)
4735;15;Medicina (I);21;Enfermagem (I)
4736;15;Medicina (I);19;Historia (I)
4737;15;Medicina (I);;
4738;15;Medicina (I);19;Historia (I)
4739;15;Medicina (I);21;Enfermagem (I)
4740;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4741;16;Ciencias Sociais (I);86;Estudos Literarios (I)
4742;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4743;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4744;16;Ciencias Sociais (I);19;Historia (I)
4745;16;Ciencias Sociais (I);19;Historia (I)
4746;16;Ciencias Sociais (I);7;Letras - Licenciatura (I)
4747;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4748;16;Ciencias Sociais (I);20;Pedagogia - Licenciatura (I)
4749;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4750;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4751;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4752;16;Ciencias Sociais (I);13;Engenharia de Alimentos (I)
4753;16;Ciencias Sociais (I);64;Comunicacao Social-Midialogia (I)
4754;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4755;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4756;16;Ciencias Sociais (I);44;Ciencias Sociais (N)
4757;17;Ciencias Economicas (I);109;Administracao (N)
4758;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4759;17;Ciencias Economicas (I);16;Ciencias Sociais (I)
4760;17;Ciencias Economicas (I);16;Ciencias Sociais (I)
4761;17;Ciencias Economicas (I);2;Estatistica (I)
4762;17;Ciencias Economicas (I);109;Administracao (N)
4763;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4764;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4765;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4766;17;Ciencias Economicas (I);109;Administracao (N)
4767;17;Ciencias Economicas (I);5;Quimica (I)
4768;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4769;17;Ciencias Economicas (I);54;Geografia (I)
4770;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4771;17;Ciencias Economicas (I);19;Historia (I)
4772;17;Ciencias Economicas (I);54;Geografia (I)
4773;17;Ciencias Economicas (I);19;Historia (I)
4774;17;Ciencias Economicas (I);109;Administracao (N)
4775;17;Ciencias Economicas (I);10;Engenharia Mecanica (I)
4776;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4777;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4778;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4779;17;Ciencias Economicas (I);27;Educacao Fisica (I)
4780;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4781;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4782;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4783;17;Ciencias Economicas (I);19;Historia (I)
4784;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4785;17;Ciencias Economicas (I);8;Engenharia Agricola (I)
4786;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4787;17;Ciencias Economicas (I);16;Ciencias Sociais (I)
4788;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4789;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4790;17;Ciencias Economicas (I);109;Administracao (N)
4791;17;Ciencias Economicas (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
4792;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4793;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4794;17;Ciencias Economicas (I);47;Ciencias Economicas (N)
4795;17;Ciencias Economicas (I);16;Ciencias Sociais (I)
4796;18;Linguistica (I);30;Filosofia (I)
4797;18;Linguistica (I);;
4798;18;Linguistica (I);27;Educacao Fisica (I)
4799;18;Linguistica (I);57;Letras - Licenciatura (N)
4800;18;Linguistica (I);;
4801;18;Linguistica (I);20;Pedagogia - Licenciatura (I)
4802;19;Historia (I);55;Geografia (N)
4803;19;Historia (I);44;Ciencias Sociais (N)
4804;19;Historia (I);17;Ciencias Economicas (I)
4805;19;Historia (I);20;Pedagogia - Licenciatura (I)
4806;19;Historia (I);16;Ciencias Sociais (I)
4807;19;Historia (I);30;Filosofia (I)
4808;19;Historia (I);44;Ciencias Sociais (N)
4809;19;Historia (I);44;Ciencias Sociais (N)
4810;19;Historia (I);55;Geografia (N)
4811;19;Historia (I);30;Filosofia (I)
4812;19;Historia (I);16;Ciencias Sociais (I)
4813;19;Historia (I);44;Ciencias Sociais (N)
4814;19;Historia (I);30;Filosofia (I)
4815;19;Historia (I);16;Ciencias Sociais (I)
4816;19;Historia (I);;
4817;19;Historia (I);16;Ciencias Sociais (I)
4818;19;Historia (I);16;Ciencias Sociais (I)
4819;19;Historia (I);10;Engenharia Mecanica (I)
4820;19;Historia (I);44;Ciencias Sociais (N)
4821;19;Historia (I);16;Ciencias Sociais (I)
4822;19;Historia (I);55;Geografia (N)
4823;19;Historia (I);44;Ciencias Sociais (N)
4824;19;Historia (I);54;Geografia (I)
4825;19;Historia (I);64;Comunicacao Social-Midialogia (I)
4826;19;Historia (I);54;Geografia (I)
4827;19;Historia (I);30;Filosofia (I)
4828;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
4829;20;Pedagogia - Licenciatura (I);19;Historia (I)
4830;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
4831;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
4832;20;Pedagogia - Licenciatura (I);89;Engenharia Ambiental (N)
4833;20;Pedagogia - Licenciatura (I);7;Letras - Licenciatura (I)
4834;20;Pedagogia - Licenciatura (I);86;Estudos Literarios (I)
4835;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
4836;20;Pedagogia - Licenciatura (I);5;Quimica (I)
4837;20;Pedagogia - Licenciatura (I);44;Ciencias Sociais (N)
4838;20;Pedagogia - Licenciatura (I);54;Geografia (I)
4839;20;Pedagogia - Licenciatura (I);109;Administracao (N)
4840;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
4841;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
4842;21;Enfermagem (I);;
4843;21;Enfermagem (I);107;Nutricao (I)
4844;21;Enfermagem (I);6;Ciencias Biologicas (I)
4845;21;Enfermagem (I);43;Engenharia de Alimentos (N)
4846;21;Enfermagem (I);45;Educacao Fisica (N)
4847;21;Enfermagem (I);6;Ciencias Biologicas (I)
4848;21;Enfermagem (I);63;Farmacia (I)
4849;21;Enfermagem (I);58;Fonoaudiologia (I)
4850;21;Enfermagem (I);15;Medicina (I)
4851;21;Enfermagem (I);58;Fonoaudiologia (I)
4852;21;Enfermagem (I);15;Medicina (I)
4853;21;Enfermagem (I);58;Fonoaudiologia (I)
4854;21;Enfermagem (I);107;Nutricao (I)
4855;21;Enfermagem (I);6;Ciencias Biologicas (I)
4856;21;Enfermagem (I);15;Medicina (I)
4857;21;Enfermagem (I);107;Nutricao (I)
4858;21;Enfermagem (I);107;Nutricao (I)
4859;21;Enfermagem (I);58;Fonoaudiologia (I)
4860;21;Enfermagem (I);;
4861;21;Enfermagem (I);109;Administracao (N)
4862;21;Enfermagem (I);46;Ciencias Biologicas - Licenciatura (N)
4863;21;Enfermagem (I);43;Engenharia de Alimentos (N)
4864;23;Danca (I);109;Administracao (N)
4865;23;Danca (I);19;Historia (I)
4866;23;Danca (I);30;Filosofia (I)
4867;23;Danca (I);44;Ciencias Sociais (N)
4868;23;Danca (I);27;Educacao Fisica (I)
4869;23;Danca (I);;
4870;23;Danca (I);27;Educacao Fisica (I)
4871;25;Artes Visuais (I);54;Geografia (I)
4872;25;Artes Visuais (I);;
4873;25;Artes Visuais (I);16;Ciencias Sociais (I)
4874;25;Artes Visuais (I);30;Filosofia (I)
4875;25;Artes Visuais (I);86;Estudos Literarios (I)
4876;25;Artes Visuais (I);;
4877;25;Artes Visuais (I);;
4878;25;Artes Visuais (I);27;Educacao Fisica (I)
4879;25;Artes Visuais (I);64;Comunicacao Social-Midialogia (I)
4880;25;Artes Visuais (I);107;Nutricao (I)
4881;25;Artes Visuais (I);;
4882;25;Artes Visuais (I);13;Engenharia de Alimentos (I)
4883;25;Artes Visuais (I);16;Ciencias Sociais (I)
4884;25;Artes Visuais (I);89;Engenharia Ambiental (N)
4885;25;Artes Visuais (I);44;Ciencias Sociais (N)
4886;25;Artes Visuais (I);30;Filosofia (I)
4887;25;Artes Visuais (I);57;Letras - Licenciatura (N)
4888;25;Artes Visuais (I);58;Fonoaudiologia (I)
4889;25;Artes Visuais (I);19;Historia (I)
4890;25;Artes Visuais (I);;
4891;26;Artes Cenicas (I);;
4892;26;Artes Cenicas (I);;
4893;26;Artes Cenicas (I);29;Matematica - Licenciatura (N)
4894;26;Artes Cenicas (I);86;Estudos Literarios (I)
4895;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
4896;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
4897;26;Artes Cenicas (I);58;Fonoaudiologia (I)
4898;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
4899;26;Artes Cenicas (I);7;Letras - Licenciatura (I)
4900;26;Artes Cenicas (I);27;Educacao Fisica (I)
4901;26;Artes Cenicas (I);44;Ciencias Sociais (N)
4902;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
4903;26;Artes Cenicas (I);7;Letras - Licenciatura (I)
4904;27;Educacao Fisica (I);107;Nutricao (I)
4905;27;Educacao Fisica (I);45;Educacao Fisica (N)
4906;27;Educacao Fisica (I);89;Engenharia Ambiental (N)
4907;27;Educacao Fisica (I);45;Educacao Fisica (N)
4908;27;Educacao Fisica (I);45;Educacao Fisica (N)
4909;27;Educacao Fisica (I);20;Pedagogia - Licenciatura (I)
4910;27;Educacao Fisica (I);100;Ciencias do Esporte (I)
4911;27;Educacao Fisica (I);45;Educacao Fisica (N)
4912;27;Educacao Fisica (I);45;Educacao Fisica (N)
4913;27;Educacao Fisica (I);10;Engenharia Mecanica (I)
4914;29;Matematica - Licenciatura (N);38;Pedagogia - Licenciatura (N)
4915;29;Matematica - Licenciatura (N);62;Tecnologia em Saneamento Ambiental (N)
4916;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
4917;29;Matematica - Licenciatura (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
4918;29;Matematica - Licenciatura (N);41;Engenharia Eletrica (N)
4919;29;Matematica - Licenciatura (N);30;Filosofia (I)
4920;29;Matematica - Licenciatura (N);11;Engenharia Eletrica (I)
4921;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
4922;30;Filosofia (I);19;Historia (I)
4923;30;Filosofia (I);57;Letras - Licenciatura (N)
4924;30;Filosofia (I);57;Letras - Licenciatura (N)
4925;30;Filosofia (I);44;Ciencias Sociais (N)
4926;30;Filosofia (I);16;Ciencias Sociais (I)
4927;30;Filosofia (I);16;Ciencias Sociais (I)
4928;30;Filosofia (I);18;Linguistica (I)
4929;30;Filosofia (I);44;Ciencias Sociais (N)
4930;30;Filosofia (I);19;Historia (I)
4931;30;Filosofia (I);17;Ciencias Economicas (I)
4932;34;Engenharia de Computacao (I);6;Ciencias Biologicas (I)
4933;34;Engenharia de Computacao (I);45;Educacao Fisica (N)
4934;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4935;34;Engenharia de Computacao (I);12;Engenharia Civil (I)
4936;34;Engenharia de Computacao (I);188;Engenharia de Telecomunicacoes (I)
4937;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4938;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4939;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4940;34;Engenharia de Computacao (I);41;Engenharia Eletrica (N)
4941;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4942;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4943;34;Engenharia de Computacao (I);94;Sistemas de Informacao (I)
4944;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
4945;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4946;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
4947;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
4948;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4949;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4950;34;Engenharia de Computacao (I);49;Engenharia de Controle e Automacao (N)
4951;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
4952;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
4953;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
4954;34;Engenharia de Computacao (I);13;Engenharia de Alimentos (I)
4955;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4956;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
4957;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4958;34;Engenharia de Computacao (I);109;Administracao (N)
4959;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
4960;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4961;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
4962;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
4963;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
4964;34;Engenharia de Computacao (I);188;Engenharia de Telecomunicacoes (I)
4965;36;Tecnologia em Analise e Des. de Sist. (N);89;Engenharia Ambiental (N)
4966;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
4967;36;Tecnologia em Analise e Des. de Sist. (N);34;Engenharia de Computacao (I)
4968;36;Tecnologia em Analise e Des. de Sist. (N);39;Engenharia Quimica (N)
4969;36;Tecnologia em Analise e Des. de Sist. (N);100;Ciencias do Esporte (I)
4970;37;Tecnologia em Construcao de Edificios (N);100;Ciencias do Esporte (I)
4971;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
4972;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
4973;37;Tecnologia em Construcao de Edificios (N);38;Pedagogia - Licenciatura (N)
4974;37;Tecnologia em Construcao de Edificios (N);36;Tecnologia em Analise e Des. de Sist. (N)
4975;37;Tecnologia em Construcao de Edificios (N);100;Ciencias do Esporte (I)
4976;37;Tecnologia em Construcao de Edificios (N);41;Engenharia Eletrica (N)
4977;37;Tecnologia em Construcao de Edificios (N);56;Licenciatura Integrada Quimica/Fisica (N)
4978;37;Tecnologia em Construcao de Edificios (N);;
4979;37;Tecnologia em Construcao de Edificios (N);109;Administracao (N)
4980;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
4981;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
4982;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
4983;37;Tecnologia em Construcao de Edificios (N);;
4984;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
4985;37;Tecnologia em Construcao de Edificios (N);38;Pedagogia - Licenciatura (N)
4986;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
4987;37;Tecnologia em Construcao de Edificios (N);94;Sistemas de Informacao (I)
4988;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
4989;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
4990;38;Pedagogia - Licenciatura (N);55;Geografia (N)
4991;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
4992;38;Pedagogia - Licenciatura (N);44;Ciencias Sociais (N)
4993;38;Pedagogia - Licenciatura (N);45;Educacao Fisica (N)
4994;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
4995;38;Pedagogia - Licenciatura (N);110;Administracao Publica (N)
4996;38;Pedagogia - Licenciatura (N);;
4997;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
4998;38;Pedagogia - Licenciatura (N);109;Administracao (N)
4999;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
5000;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
5001;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
5002;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
5003;38;Pedagogia - Licenciatura (N);;
5004;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
5005;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
5006;38;Pedagogia - Licenciatura (N);;
5007;38;Pedagogia - Licenciatura (N);58;Fonoaudiologia (I)
5008;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
5009;39;Engenharia Quimica (N);42;Ciencia da Computacao (N)
5010;39;Engenharia Quimica (N);89;Engenharia Ambiental (N)
5011;39;Engenharia Quimica (N);10;Engenharia Mecanica (I)
5012;39;Engenharia Quimica (N);47;Ciencias Economicas (N)
5013;39;Engenharia Quimica (N);13;Engenharia de Alimentos (I)
5014;39;Engenharia Quimica (N);49;Engenharia de Controle e Automacao (N)
5015;39;Engenharia Quimica (N);40;Fisica - Licenciatura (N)
5016;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
5017;39;Engenharia Quimica (N);13;Engenharia de Alimentos (I)
5018;39;Engenharia Quimica (N);5;Quimica (I)
5019;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
5020;39;Engenharia Quimica (N);5;Quimica (I)
5021;39;Engenharia Quimica (N);63;Farmacia (I)
5022;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
5023;40;Fisica - Licenciatura (N);37;Tecnologia em Construcao de Edificios (N)
5024;40;Fisica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
5025;40;Fisica - Licenciatura (N);29;Matematica - Licenciatura (N)
5026;40;Fisica - Licenciatura (N);2;Estatistica (I)
5027;40;Fisica - Licenciatura (N);38;Pedagogia - Licenciatura (N)
5028;40;Fisica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
5029;40;Fisica - Licenciatura (N);53;Geologia (I)
5030;41;Engenharia Eletrica (N);10;Engenharia Mecanica (I)
5031;41;Engenharia Eletrica (N);47;Ciencias Economicas (N)
5032;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
5033;41;Engenharia Eletrica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
5034;41;Engenharia Eletrica (N);46;Ciencias Biologicas - Licenciatura (N)
5035;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
5036;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
5037;41;Engenharia Eletrica (N);42;Ciencia da Computacao (N)
5038;41;Engenharia Eletrica (N);39;Engenharia Quimica (N)
5039;41;Engenharia Eletrica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
5040;41;Engenharia Eletrica (N);49;Engenharia de Controle e Automacao (N)
5041;41;Engenharia Eletrica (N);101;Engenharia de Manufatura (I)
5042;42;Ciencia da Computacao (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
5043;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
5044;42;Ciencia da Computacao (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
5045;42;Ciencia da Computacao (N);;
5046;42;Ciencia da Computacao (N);16;Ciencias Sociais (I)
5047;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
5048;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
5049;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
5050;42;Ciencia da Computacao (N);29;Matematica - Licenciatura (N)
5051;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
5052;42;Ciencia da Computacao (N);29;Matematica - Licenciatura (N)
5053;42;Ciencia da Computacao (N);109;Administracao (N)
5054;42;Ciencia da Computacao (N);107;Nutricao (I)
5055;42;Ciencia da Computacao (N);;
5056;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
5057;42;Ciencia da Computacao (N);109;Administracao (N)
